ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,WageMedianConst,WageMedianRegion,WageMedianCountry
E14000693,Epping Forest,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,869,706,682
E14000717,Great Yarmouth,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,625,706,682
E14000729,Harlow,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,662,706,682
E14000734,Harwich and North Essex,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,632,706,682
E14000739,Hemel Hempstead,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,722,706,682
E14000744,Hertford and Stortford,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,861,706,682
E14000745,Hertsmere,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,730,706,682
E14000749,Hitchin and Harpenden,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,843,706,682
E14000757,Huntingdon,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,706,706,682
E14000761,Ipswich,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,639,706,682
E14000800,Luton North,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,645,706,682
E14000801,Luton South,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,592,706,682
E14000806,Maldon,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,638,706,682
E14000813,Mid Bedfordshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,825,706,682
E14000816,Mid Norfolk,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,615,706,682
E14000841,North East Bedfordshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,756,706,682
E14000842,North East Cambridgeshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,674,706,682
E14000845,North East Hertfordshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,862,706,682
E14000848,North Norfolk,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,580,706,682
E14000855,North West Cambridgeshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,696,706,682
E14000859,North West Norfolk,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,644,706,682
E14000863,Norwich North,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,648,706,682
E14000864,Norwich South,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,674,706,682
E14000878,Peterborough,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,646,706,682
E14000888,Rayleigh and Wickford,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,815,706,682
E14000899,Rochford and Southend East,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,725,706,682
E14000910,Saffron Walden,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,772,706,682
E14000933,South Basildon and East Thurrock,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,728,706,682
E14000934,South Cambridgeshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,839,706,682
E14000937,South East Cambridgeshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,739,706,682
E14000941,South Norfolk,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,651,706,682
E14000946,South Suffolk,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,637,706,682
E14000949,South West Bedfordshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,739,706,682
E14000951,South West Hertfordshire,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,894,706,682
E14000952,South West Norfolk,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,652,706,682
E14000957,Southend West,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,738,706,682
E14000960,St Albans,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,900,706,682
E14000968,Stevenage,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,671,706,682
E14000981,Suffolk Coastal,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,649,706,682
E14000995,Thurrock,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,700,706,682
E14001021,Watford,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,753,706,682
E14001022,Waveney,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,581,706,682
E14001027,Welwyn Hatfield,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,757,706,682
E14001034,West Suffolk,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,639,706,682
E14001045,Witham,E15000006,East of England,K02000001,UK,11/1/23,4/1/23,746,706,682
E14000540,Barking,E15000007,London,K02000001,UK,11/1/23,4/1/23,670,796,682
E14000549,Battersea,E15000007,London,K02000001,UK,11/1/23,4/1/23,909,796,682
E14000551,Beckenham,E15000007,London,K02000001,UK,11/1/23,4/1/23,896,796,682
E14000553,Bermondsey and Old Southwark,E15000007,London,K02000001,UK,11/1/23,4/1/23,872,796,682
E14000555,Bethnal Green and Bow,E15000007,London,K02000001,UK,11/1/23,4/1/23,786,796,682
E14000558,Bexleyheath and Crayford,E15000007,London,K02000001,UK,11/1/23,4/1/23,784,796,682
E14000591,Brent Central,E15000007,London,K02000001,UK,11/1/23,4/1/23,688,796,682
E14000592,Brent North,E15000007,London,K02000001,UK,11/1/23,4/1/23,733,796,682
E14000593,Brentford and Isleworth,E15000007,London,K02000001,UK,11/1/23,4/1/23,849,796,682
E14000604,Bromley and Chislehurst,E15000007,London,K02000001,UK,11/1/23,4/1/23,866,796,682
E14000615,Camberwell and Peckham,E15000007,London,K02000001,UK,11/1/23,4/1/23,726,796,682
E14000621,Carshalton and Wallington,E15000007,London,K02000001,UK,11/1/23,4/1/23,719,796,682
E14000629,Chelsea and Fulham,E15000007,London,K02000001,UK,11/1/23,4/1/23,862,796,682
E14000634,Chingford and Woodford Green,E15000007,London,K02000001,UK,11/1/23,4/1/23,790,796,682
E14000636,Chipping Barnet,E15000007,London,K02000001,UK,11/1/23,4/1/23,765,796,682
E14000639,Cities of London and Westminster,E15000007,London,K02000001,UK,11/1/23,4/1/23,906,796,682
E14000654,Croydon Central,E15000007,London,K02000001,UK,11/1/23,4/1/23,800,796,682
E14000655,Croydon North,E15000007,London,K02000001,UK,11/1/23,4/1/23,702,796,682
E14000656,Croydon South,E15000007,London,K02000001,UK,11/1/23,4/1/23,886,796,682
E14000657,Dagenham and Rainham,E15000007,London,K02000001,UK,11/1/23,4/1/23,727,796,682
E14000673,Dulwich and West Norwood,E15000007,London,K02000001,UK,11/1/23,4/1/23,846,796,682
E14000674,Ealing Central and Acton,E15000007,London,K02000001,UK,11/1/23,4/1/23,792,796,682
E14000675,Ealing North,E15000007,London,K02000001,UK,11/1/23,4/1/23,664,796,682
E14000676,"Ealing, Southall",E15000007,London,K02000001,UK,11/1/23,4/1/23,685,796,682
E14000679,East Ham,E15000007,London,K02000001,UK,11/1/23,4/1/23,698,796,682
E14000687,Edmonton,E15000007,London,K02000001,UK,11/1/23,4/1/23,686,796,682
E14000690,Eltham,E15000007,London,K02000001,UK,11/1/23,4/1/23,842,796,682
E14000691,Enfield North,E15000007,London,K02000001,UK,11/1/23,4/1/23,777,796,682
E14000692,"Enfield, Southgate",E15000007,London,K02000001,UK,11/1/23,4/1/23,775,796,682
E14000696,Erith and Thamesmead,E15000007,London,K02000001,UK,11/1/23,4/1/23,721,796,682
E14000701,Feltham and Heston,E15000007,London,K02000001,UK,11/1/23,4/1/23,664,796,682
E14000703,Finchley and Golders Green,E15000007,London,K02000001,UK,11/1/23,4/1/23,737,796,682
E14000718,Greenwich and Woolwich,E15000007,London,K02000001,UK,11/1/23,4/1/23,841,796,682
E14000720,Hackney North and Stoke Newington,E15000007,London,K02000001,UK,11/1/23,4/1/23,846,796,682
E14000721,Hackney South and Shoreditch,E15000007,London,K02000001,UK,11/1/23,4/1/23,747,796,682
E14000726,Hammersmith,E15000007,London,K02000001,UK,11/1/23,4/1/23,861,796,682
E14000727,Hampstead and Kilburn,E15000007,London,K02000001,UK,11/1/23,4/1/23,890,796,682
E14000731,Harrow East,E15000007,London,K02000001,UK,11/1/23,4/1/23,816,796,682
E14000732,Harrow West,E15000007,London,K02000001,UK,11/1/23,4/1/23,709,796,682
E14000737,Hayes and Harlington,E15000007,London,K02000001,UK,11/1/23,4/1/23,679,796,682
E14000741,Hendon,E15000007,London,K02000001,UK,11/1/23,4/1/23,767,796,682
E14000750,Holborn and St Pancras,E15000007,London,K02000001,UK,11/1/23,4/1/23,757,796,682
E14000751,Hornchurch and Upminster,E15000007,London,K02000001,UK,11/1/23,4/1/23,828,796,682
E14000752,Hornsey and Wood Green,E15000007,London,K02000001,UK,11/1/23,4/1/23,862,796,682
E14000759,Ilford North,E15000007,London,K02000001,UK,11/1/23,4/1/23,825,796,682
E14000760,Ilford South,E15000007,London,K02000001,UK,11/1/23,4/1/23,698,796,682
E14000763,Islington North,E15000007,London,K02000001,UK,11/1/23,4/1/23,874,796,682
E14000764,Islington South and Finsbury,E15000007,London,K02000001,UK,11/1/23,4/1/23,826,796,682
E14000768,Kensington,E15000007,London,K02000001,UK,11/1/23,4/1/23,931,796,682
E14000770,Kingston and Surbiton,E15000007,London,K02000001,UK,11/1/23,4/1/23,818,796,682
E14000787,Lewisham East,E15000007,London,K02000001,UK,11/1/23,4/1/23,764,796,682
E14000788,Lewisham West and Penge,E15000007,London,K02000001,UK,11/1/23,4/1/23,761,796,682
E14000789,"Lewisham, Deptford",E15000007,London,K02000001,UK,11/1/23,4/1/23,791,796,682
E14000790,Leyton and Wanstead,E15000007,London,K02000001,UK,11/1/23,4/1/23,767,796,682
E14000823,Mitcham and Morden,E15000007,London,K02000001,UK,11/1/23,4/1/23,748,796,682
E14000869,Old Bexley and Sidcup,E15000007,London,K02000001,UK,11/1/23,4/1/23,840,796,682
E14000872,Orpington,E15000007,London,K02000001,UK,11/1/23,4/1/23,799,796,682
E14000882,Poplar and Limehouse,E15000007,London,K02000001,UK,11/1/23,4/1/23,919,796,682
E14000887,Putney,E15000007,London,K02000001,UK,11/1/23,4/1/23,958,796,682
E14000896,Richmond Park,E15000007,London,K02000001,UK,11/1/23,4/1/23,1049,796,682
E14000900,Romford,E15000007,London,K02000001,UK,11/1/23,4/1/23,748,796,682
E14000906,"Ruislip, Northwood and Pinner",E15000007,London,K02000001,UK,11/1/23,4/1/23,890,796,682
E14000978,Streatham,E15000007,London,K02000001,UK,11/1/23,4/1/23,820,796,682
E14000984,Sutton and Cheam,E15000007,London,K02000001,UK,11/1/23,4/1/23,807,796,682
E14000998,Tooting,E15000007,London,K02000001,UK,11/1/23,4/1/23,894,796,682
E14001002,Tottenham,E15000007,London,K02000001,UK,11/1/23,4/1/23,727,796,682
E14001005,Twickenham,E15000007,London,K02000001,UK,11/1/23,4/1/23,815,796,682
E14001007,Uxbridge and South Ruislip,E15000007,London,K02000001,UK,11/1/23,4/1/23,844,796,682
E14001008,Vauxhall,E15000007,London,K02000001,UK,11/1/23,4/1/23,908,796,682
E14001013,Walthamstow,E15000007,London,K02000001,UK,11/1/23,4/1/23,782,796,682
E14001032,West Ham,E15000007,London,K02000001,UK,11/1/23,4/1/23,744,796,682
E14001036,Westminster North,E15000007,London,K02000001,UK,11/1/23,4/1/23,862,796,682
E14001040,Wimbledon,E15000007,London,K02000001,UK,11/1/23,4/1/23,864,796,682
E14000530,Aldershot,E15000008,South East,K02000001,UK,11/1/23,4/1/23,722,724,682
E14000534,Arundel and South Downs,E15000008,South East,K02000001,UK,11/1/23,4/1/23,707,724,682
E14000536,Ashford,E15000008,South East,K02000001,UK,11/1/23,4/1/23,659,724,682
E14000538,Aylesbury,E15000008,South East,K02000001,UK,11/1/23,4/1/23,686,724,682
E14000539,Banbury,E15000008,South East,K02000001,UK,11/1/23,4/1/23,696,724,682
E14000545,Basingstoke,E15000008,South East,K02000001,UK,11/1/23,4/1/23,709,724,682
E14000550,Beaconsfield,E15000008,South East,K02000001,UK,11/1/23,4/1/23,831,724,682
E14000557,Bexhill and Battle,E15000008,South East,K02000001,UK,11/1/23,4/1/23,645,724,682
E14000576,Bognor Regis and Littlehampton,E15000008,South East,K02000001,UK,11/1/23,4/1/23,551,724,682
E14000586,Bracknell,E15000008,South East,K02000001,UK,11/1/23,4/1/23,766,724,682
E14000597,"Brighton, Kemptown",E15000008,South East,K02000001,UK,11/1/23,4/1/23,705,724,682
E14000598,"Brighton, Pavilion",E15000008,South East,K02000001,UK,11/1/23,4/1/23,670,724,682
E14000608,Buckingham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,806,724,682
E14000619,Canterbury,E15000008,South East,K02000001,UK,11/1/23,4/1/23,668,724,682
E14000626,Chatham and Aylesford,E15000008,South East,K02000001,UK,11/1/23,4/1/23,696,724,682
E14000631,Chesham and Amersham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,792,724,682
E14000633,Chichester,E15000008,South East,K02000001,UK,11/1/23,4/1/23,661,724,682
E14000652,Crawley,E15000008,South East,K02000001,UK,11/1/23,4/1/23,654,724,682
E14000659,Dartford,E15000008,South East,K02000001,UK,11/1/23,4/1/23,745,724,682
E14000670,Dover,E15000008,South East,K02000001,UK,11/1/23,4/1/23,691,724,682
E14000680,East Hampshire,E15000008,South East,K02000001,UK,11/1/23,4/1/23,729,724,682
E14000681,East Surrey,E15000008,South East,K02000001,UK,11/1/23,4/1/23,761,724,682
E14000682,East Worthing and Shoreham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,652,724,682
E14000684,Eastbourne,E15000008,South East,K02000001,UK,11/1/23,4/1/23,736,724,682
E14000685,Eastleigh,E15000008,South East,K02000001,UK,11/1/23,4/1/23,677,724,682
E14000694,Epsom and Ewell,E15000008,South East,K02000001,UK,11/1/23,4/1/23,838,724,682
E14000697,Esher and Walton,E15000008,South East,K02000001,UK,11/1/23,4/1/23,882,724,682
E14000699,Fareham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,744,724,682
E14000700,Faversham and Mid Kent,E15000008,South East,K02000001,UK,11/1/23,4/1/23,679,724,682
E14000704,Folkestone and Hythe,E15000008,South East,K02000001,UK,11/1/23,4/1/23,687,724,682
E14000711,Gillingham and Rainham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,677,724,682
E14000713,Gosport,E15000008,South East,K02000001,UK,11/1/23,4/1/23,668,724,682
E14000715,Gravesham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,755,724,682
E14000719,Guildford,E15000008,South East,K02000001,UK,11/1/23,4/1/23,799,724,682
E14000735,Hastings and Rye,E15000008,South East,K02000001,UK,11/1/23,4/1/23,659,724,682
E14000736,Havant,E15000008,South East,K02000001,UK,11/1/23,4/1/23,674,724,682
E14000742,Henley,E15000008,South East,K02000001,UK,11/1/23,4/1/23,777,724,682
E14000753,Horsham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,746,724,682
E14000755,Hove,E15000008,South East,K02000001,UK,11/1/23,4/1/23,679,724,682
E14000762,Isle of Wight,E15000008,South East,K02000001,UK,11/1/23,4/1/23,639,724,682
E14000786,Lewes,E15000008,South East,K02000001,UK,11/1/23,4/1/23,684,724,682
E14000803,Maidenhead,E15000008,South East,K02000001,UK,11/1/23,4/1/23,816,724,682
E14000804,Maidstone and The Weald,E15000008,South East,K02000001,UK,11/1/23,4/1/23,671,724,682
E14000811,Meon Valley,E15000008,South East,K02000001,UK,11/1/23,4/1/23,748,724,682
E14000817,Mid Sussex,E15000008,South East,K02000001,UK,11/1/23,4/1/23,767,724,682
E14000821,Milton Keynes North,E15000008,South East,K02000001,UK,11/1/23,4/1/23,697,724,682
E14000822,Milton Keynes South,E15000008,South East,K02000001,UK,11/1/23,4/1/23,704,724,682
E14000824,Mole Valley,E15000008,South East,K02000001,UK,11/1/23,4/1/23,858,724,682
E14000827,New Forest East,E15000008,South East,K02000001,UK,11/1/23,4/1/23,698,724,682
E14000828,New Forest West,E15000008,South East,K02000001,UK,11/1/23,4/1/23,629,724,682
E14000830,Newbury,E15000008,South East,K02000001,UK,11/1/23,4/1/23,778,724,682
E14000844,North East Hampshire,E15000008,South East,K02000001,UK,11/1/23,4/1/23,858,724,682
E14000852,North Thanet,E15000008,South East,K02000001,UK,11/1/23,4/1/23,671,724,682
E14000857,North West Hampshire,E15000008,South East,K02000001,UK,11/1/23,4/1/23,788,724,682
E14000873,Oxford East,E15000008,South East,K02000001,UK,11/1/23,4/1/23,714,724,682
E14000874,Oxford West and Abingdon,E15000008,South East,K02000001,UK,11/1/23,4/1/23,710,724,682
E14000883,Portsmouth North,E15000008,South East,K02000001,UK,11/1/23,4/1/23,657,724,682
E14000884,Portsmouth South,E15000008,South East,K02000001,UK,11/1/23,4/1/23,636,724,682
E14000889,Reading East,E15000008,South East,K02000001,UK,11/1/23,4/1/23,737,724,682
E14000890,Reading West,E15000008,South East,K02000001,UK,11/1/23,4/1/23,732,724,682
E14000893,Reigate,E15000008,South East,K02000001,UK,11/1/23,4/1/23,786,724,682
E14000898,Rochester and Strood,E15000008,South East,K02000001,UK,11/1/23,4/1/23,689,724,682
E14000901,Romsey and Southampton North,E15000008,South East,K02000001,UK,11/1/23,4/1/23,700,724,682
E14000907,Runnymede and Weybridge,E15000008,South East,K02000001,UK,11/1/23,4/1/23,867,724,682
E14000918,Sevenoaks,E15000008,South East,K02000001,UK,11/1/23,4/1/23,776,724,682
E14000927,Sittingbourne and Sheppey,E15000008,South East,K02000001,UK,11/1/23,4/1/23,685,724,682
E14000930,Slough,E15000008,South East,K02000001,UK,11/1/23,4/1/23,728,724,682
E14000948,South Thanet,E15000008,South East,K02000001,UK,11/1/23,4/1/23,594,724,682
E14000953,South West Surrey,E15000008,South East,K02000001,UK,11/1/23,4/1/23,857,724,682
E14000955,"Southampton, Itchen",E15000008,South East,K02000001,UK,11/1/23,4/1/23,645,724,682
E14000956,"Southampton, Test",E15000008,South East,K02000001,UK,11/1/23,4/1/23,650,724,682
E14000959,Spelthorne,E15000008,South East,K02000001,UK,11/1/23,4/1/23,729,724,682
E14000983,Surrey Heath,E15000008,South East,K02000001,UK,11/1/23,4/1/23,797,724,682
E14000997,Tonbridge and Malling,E15000008,South East,K02000001,UK,11/1/23,4/1/23,781,724,682
E14001004,Tunbridge Wells,E15000008,South East,K02000001,UK,11/1/23,4/1/23,771,724,682
E14001015,Wantage,E15000008,South East,K02000001,UK,11/1/23,4/1/23,769,724,682
E14001023,Wealden,E15000008,South East,K02000001,UK,11/1/23,4/1/23,680,724,682
E14001041,Winchester,E15000008,South East,K02000001,UK,11/1/23,4/1/23,801,724,682
E14001042,Windsor,E15000008,South East,K02000001,UK,11/1/23,4/1/23,766,724,682
E14001046,Witney,E15000008,South East,K02000001,UK,11/1/23,4/1/23,688,724,682
E14001047,Woking,E15000008,South East,K02000001,UK,11/1/23,4/1/23,792,724,682
E14001048,Wokingham,E15000008,South East,K02000001,UK,11/1/23,4/1/23,868,724,682
E14001055,Worthing West,E15000008,South East,K02000001,UK,11/1/23,4/1/23,628,724,682
E14001056,Wycombe,E15000008,South East,K02000001,UK,11/1/23,4/1/23,715,724,682
E14000547,Bath,E15000009,South West,K02000001,UK,11/1/23,4/1/23,735,664,682
E14000584,Bournemouth East,E15000009,South West,K02000001,UK,11/1/23,4/1/23,720,664,682
E14000585,Bournemouth West,E15000009,South West,K02000001,UK,11/1/23,4/1/23,580,664,682
E14000595,Bridgwater and West Somerset,E15000009,South West,K02000001,UK,11/1/23,4/1/23,621,664,682
E14000599,Bristol East,E15000009,South West,K02000001,UK,11/1/23,4/1/23,674,664,682
E14000600,Bristol North West,E15000009,South West,K02000001,UK,11/1/23,4/1/23,678,664,682
E14000601,Bristol South,E15000009,South West,K02000001,UK,11/1/23,4/1/23,704,664,682
E14000602,Bristol West,E15000009,South West,K02000001,UK,11/1/23,4/1/23,716,664,682
E14000616,Camborne and Redruth,E15000009,South West,K02000001,UK,11/1/23,4/1/23,597,664,682
E14000623,Central Devon,E15000009,South West,K02000001,UK,11/1/23,4/1/23,614,664,682
E14000630,Cheltenham,E15000009,South West,K02000001,UK,11/1/23,4/1/23,690,664,682
E14000635,Chippenham,E15000009,South West,K02000001,UK,11/1/23,4/1/23,660,664,682
E14000638,Christchurch,E15000009,South West,K02000001,UK,11/1/23,4/1/23,758,664,682
E14000665,Devizes,E15000009,South West,K02000001,UK,11/1/23,4/1/23,650,664,682
E14000678,East Devon,E15000009,South West,K02000001,UK,11/1/23,4/1/23,695,664,682
E14000698,Exeter,E15000009,South West,K02000001,UK,11/1/23,4/1/23,628,664,682
E14000702,Filton and Bradley Stoke,E15000009,South West,K02000001,UK,11/1/23,4/1/23,758,664,682
E14000705,Forest of Dean,E15000009,South West,K02000001,UK,11/1/23,4/1/23,724,664,682
E14000712,Gloucester,E15000009,South West,K02000001,UK,11/1/23,4/1/23,609,664,682
E14000774,Kingswood,E15000009,South West,K02000001,UK,11/1/23,4/1/23,664,664,682
E14000815,Mid Dorset and North Poole,E15000009,South West,K02000001,UK,11/1/23,4/1/23,674,664,682
E14000835,Newton Abbot,E15000009,South West,K02000001,UK,11/1/23,4/1/23,595,664,682
E14000837,North Cornwall,E15000009,South West,K02000001,UK,11/1/23,4/1/23,614,664,682
E14000838,North Devon,E15000009,South West,K02000001,UK,11/1/23,4/1/23,590,664,682
E14000839,North Dorset,E15000009,South West,K02000001,UK,11/1/23,4/1/23,618,664,682
E14000846,North East Somerset,E15000009,South West,K02000001,UK,11/1/23,4/1/23,680,664,682
E14000850,North Somerset,E15000009,South West,K02000001,UK,11/1/23,4/1/23,821,664,682
E14000851,North Swindon,E15000009,South West,K02000001,UK,11/1/23,4/1/23,703,664,682
E14000860,North Wiltshire,E15000009,South West,K02000001,UK,11/1/23,4/1/23,758,664,682
E14000879,"Plymouth, Moor View",E15000009,South West,K02000001,UK,11/1/23,4/1/23,629,664,682
E14000880,"Plymouth, Sutton and Devonport",E15000009,South West,K02000001,UK,11/1/23,4/1/23,560,664,682
E14000881,Poole,E15000009,South West,K02000001,UK,11/1/23,4/1/23,698,664,682
E14000912,Salisbury,E15000009,South West,K02000001,UK,11/1/23,4/1/23,649,664,682
E14000932,Somerton and Frome,E15000009,South West,K02000001,UK,11/1/23,4/1/23,626,664,682
E14000936,South Dorset,E15000009,South West,K02000001,UK,11/1/23,4/1/23,658,664,682
E14000938,South East Cornwall,E15000009,South West,K02000001,UK,11/1/23,4/1/23,642,664,682
E14000947,South Swindon,E15000009,South West,K02000001,UK,11/1/23,4/1/23,687,664,682
E14000950,South West Devon,E15000009,South West,K02000001,UK,11/1/23,4/1/23,709,664,682
E14000954,South West Wiltshire,E15000009,South West,K02000001,UK,11/1/23,4/1/23,623,664,682
E14000961,St Austell and Newquay,E15000009,South West,K02000001,UK,11/1/23,4/1/23,616,664,682
E14000964,St Ives,E15000009,South West,K02000001,UK,11/1/23,4/1/23,599,664,682
E14000980,Stroud,E15000009,South West,K02000001,UK,11/1/23,4/1/23,683,664,682
E14000988,Taunton Deane,E15000009,South West,K02000001,UK,11/1/23,4/1/23,640,664,682
E14000990,Tewkesbury,E15000009,South West,K02000001,UK,11/1/23,4/1/23,663,664,682
E14000991,The Cotswolds,E15000009,South West,K02000001,UK,11/1/23,4/1/23,682,664,682
E14000994,Thornbury and Yate,E15000009,South West,K02000001,UK,11/1/23,4/1/23,693,664,682
E14000996,Tiverton and Honiton,E15000009,South West,K02000001,UK,11/1/23,4/1/23,636,664,682
E14000999,Torbay,E15000009,South West,K02000001,UK,11/1/23,4/1/23,580,664,682
E14001000,Torridge and West Devon,E15000009,South West,K02000001,UK,11/1/23,4/1/23,622,664,682
E14001001,Totnes,E15000009,South West,K02000001,UK,11/1/23,4/1/23,581,664,682
E14001003,Truro and Falmouth,E15000009,South West,K02000001,UK,11/1/23,4/1/23,706,664,682
E14001026,Wells,E15000009,South West,K02000001,UK,11/1/23,4/1/23,637,664,682
E14001031,West Dorset,E15000009,South West,K02000001,UK,11/1/23,4/1/23,662,664,682
E14001038,Weston-Super-Mare,E15000009,South West,K02000001,UK,11/1/23,4/1/23,617,664,682
E14001060,Yeovil,E15000009,South West,K02000001,UK,11/1/23,4/1/23,628,664,682
N06000001,Belfast East,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,640,643,682
N06000002,Belfast North,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,587,643,682
N06000003,Belfast South,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,728,643,682
N06000004,Belfast West,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,597,643,682
N06000005,East Antrim,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,601,643,682
N06000006,East Londonderry,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,572,643,682
N06000007,Fermanagh and South Tyrone,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,635,643,682
N06000008,Foyle,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,617,643,682
N06000009,Lagan Valley,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,671,643,682
N06000010,Mid Ulster,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,616,643,682
N06000011,Newry and Armagh,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,641,643,682
N06000012,North Antrim,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,625,643,682
N06000013,North Down,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,624,643,682
N06000014,South Antrim,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,680,643,682
N06000015,South Down,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,579,643,682
N06000016,Strangford,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,677,643,682
N06000017,Upper Bann,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,630,643,682
N06000018,West Tyrone,N07000001,Northern Ireland,K02000001,UK,11/1/23,4/1/23,634,643,682
S14000001,Aberdeen North,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,682,702,682
S14000002,Aberdeen South,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,768,702,682
S14000003,Airdrie and Shotts,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,705,702,682
S14000004,Angus,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,631,702,682
S14000005,Argyll and Bute,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,654,702,682
S14000006,"Ayr, Carrick and Cumnock",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,694,702,682
S14000007,Banff and Buchan,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,660,702,682
S14000008,"Berwickshire, Roxburgh and Selkirk",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,670,702,682
S14000009,"Caithness, Sutherland and Easter Ross",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,740,702,682
S14000010,Central Ayrshire,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,749,702,682
S14000011,"Coatbridge, Chryston and Bellshill",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,765,702,682
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,720,702,682
S14000013,Dumfries and Galloway,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,610,702,682
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,637,702,682
S14000015,Dundee East,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,615,702,682
S14000016,Dundee West,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,629,702,682
S14000017,Dunfermline and West Fife,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,709,702,682
S14000018,East Dunbartonshire,S15000001,Scotland,K02000001,UK,11/1/23,4/1/23,835,702,682
